authors,title,source,DNA_RNA,DNA,RNA,year,volume_l,filter_size_µm,filter_type,DNA_extr,loci,16S,18S,23S,28S,ITS2,ITS1,cytb,CO1,NADH4,D-loop,12S,rbcL,rrnA,arrA,cbbL,nifH,aprA,rpoC1,pufM,luxA,amoA,mutS,phnD,LSU rDNA,tufA,genome,transcriptome,water,fresh,marine,system,type_organism,id_type,ASV,OTU,Species,max_OTUs,max_ASV,max_spp,max_spp_other,phylum,continent,region,country
"Berman, MC; Llames, ME; Minotti, P; Fermani, P; Quiroga, MV; Ferraro, MA; Metz, S; Zagarese, HE",Field evidence supports former experimental claims on the stimulatory effect of glyphosate on picocyanobacteria communities,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2020,0.112,<0.22,Polycarbonate,CTAB,phnD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fresh,1,0,Lake,Bacteria,NA,0,0,0,NA,NA,NA,NA,NA,SOTUh America,NA,Argentina
"Euclide, PT; Lor, Y; Spear, MJ; Tajjioui, T; Vander Zanden, J; Larson, WA; Amberg, JJ",Environmental DNA metabarcoding as a tool for biodiversity assessment and monitoring: reconstructing established fish communities of north-temperate lakes and rivers,DIVERSITY AND DISTRIBUTIONS,DNA,1,0,2021,0.05,NA,NA,MMG_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Fish,ASV,1,0,0,NA,267,NA,NA,Chordata,North America,NA,USA
"Gold, Z; Sprague, J; Kushner, DJ; Marin, EZ; Barber, PH",eDNA metabarcoding as a biomonitoring tool for marine protected areas,PLOS ONE,DNA,1,0,2021,1,<0.22,Polyethersulfone,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Kelp forest,Fish,"ASV, Species",1,0,1,NA,441,40,NA,Chordata,North America,Northeast Pacific,USA
"Ely, T; Barber, PH; Man, L; Gold, Z",Short-lived detection of an introduced vertebrate eDNA signal in a nearshore rocky reef environment,PLOS ONE,DNA,1,0,2021,1,<0.22,Polyethersulfone,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Rocky reef,Fish,"ASV, Species",1,0,1,NA,755,82,NA,Chordata,North America,Northeast Pacific,USA
"Monuki, K; Barber, PH; Gold, Z",eDNA captures depth partitioning in a kelp forest ecosystem,PLOS ONE,DNA,1,0,2021,1,<0.22,NA,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,"ASV, Species",1,0,1,NA,980,71,NA,Chordata,North America,Northeast Pacific,USA
"Stauffer, S; Jucker, M; Keggin, T; Marques, V; Andrello, M; Bessudo, S; Cheutin, MC; Borrero-Perez, GH; Richards, E; Dejean, T; Hocde, R; Juhel, JB; Ladino, F; Letessier, TB; Loiseau, N; Maire, E; Mouillot, D; Martinezguerra, MM; Manel, S; Fernandez, AP; Valentini, A; Velez, L; Albouy, C; Pellissier, L; Waldock, C",How many replicates to accurately estimate fish biodiversity using environmental DNA on coral reefs?,ECOLOGY AND EVOLUTION,DNA,1,0,2021,30,<0.22,NA,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Coastal Ocean, Open Ocean",Fish,OTU,0,1,0,789,NA,NA,NA,Chordata,SOTUh America,Caribbean,Colombia
"Ip, YCA; Chang, JJM; Lim, KKP; Jaafar, Z; Wainwright, BJ; Huang, D",Seeing through sedimented waters: environmental DNA reduces the phantom diversity of sharks and rays in turbid marine habitats,BMC ECOLOGY AND EVOLUTION,DNA,1,0,2021,2,<0.22,Nylon,PCI_alt,12S,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,"OTU, Species",0,1,1,47,NA,14,NA,Chordata,Asia,"Indo-Pacific, SOTUhwest Pacific",Singapore
"Valdivia-Carrillo, T; Rocha-Olivares, A; Reyes-Bonilla, H; Dominguez-Contreras, JF; Munguia-Vega, A",Integrating eDNA metabarcoding and simultaneous underwater visual surveys to describe complex fish communities in a marine biodiversity hotspot,MOLECULAR ECOLOGY RESOURCES,DNA,1,0,2021,1,0.4_1,Nitrocellulose,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Rocky reef,Fish,"OTU, Species",0,1,1,542,NA,64,NA,Chordata,North America,Northeast Pacific,Mexico
"Sales, NG; Wangensteen, OS; Carvalho, DC; Deiner, K; Praebel, K; Coscia, I; McDevitt, AD; Mariani, S",Space-time dynamics in monitoring neotropical fish communities using eDNA metabarcoding,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2021,1,0.4_1,Cellulose_Esters,QPW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,"OTU, Species",0,1,1,252,NA,34,NA,Chordata,SOTUh America,NA,Brazil
"Blabolil, P; Harper, LR; Ricanova, S; Sellers, G; Di Muri, C; Juza, T; Vasek, M; Sajdlova, Z; Rychtecky, P; Znachor, P; Hejzlar, J; Peterka, J; Hanfling, B",Environmental DNA metabarcoding uncovers environmental correlates of fish communities in spatially heterogeneous freshwater habitats,ECOLOGICAL INDICATORS,DNA,1,0,2021,2,0.4_1,Cellulose_Acetate,MUW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,30,NA,Chordata,Europe,NA,Czech Republic
"Muha, TP; Rodriguez-Barreto, D; O'Rorke, R; de Leaniz, CG; Consuegra, S",Using eDNA Metabarcoding to Monitor Changes in Fish Community Composition After Barrier Removal,FRONTIERS IN ECOLOGY AND EVOLUTION,DNA,1,0,2021,0.1,0.4_1,Cellulose_Acetate,NTC_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,10,NA,Chordata,Europe,NA,UK
"Lopes, CM; Santos, MTT; Baeta, D; Sabbag, AF; Haddad, CFB",Environmental DNA as a non-invasive alternative for surveying aquatic communities in tank bromeliads,MARINE AND FRESHWATER RESEARCH,DNA,1,0,2021,2,0.4_1,NA,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Reservoir,Amphibian,Species,0,0,1,NA,NA,9,NA,Chordata,SOTUh America,NA,Brazil
"Boulanger, E; Loiseau, N; Valentini, A; Arnal, V; Boissery, P; Dejean, T; Deter, J; Guellati, N; Holon, F; Juhel, JB; Lenfant, P; Manel, S; Mouillot, D",Environmental DNA metabarcoding reveals and unpacks a biodiversity conservation paradox in Mediterranean marine reserves,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,DNA,1,0,2021,30,<0.22,NA,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,104,NA,Chordata,Europe,Mediterranean Sea,France
"Doi, H; Inui, R; Matsuoka, S; Akamatsu, Y; Goto, M; Kono, T",Estimation of biodiversity metrics by environmental DNA metabarcoding compared with visual and capture surveys of river fish communities,FRESHWATER BIOLOGY,DNA,1,0,2021,1,0.4_1,Glass_Fiber,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,53,NA,Chordata,Asia,NA,Japan
"Canals, O; Mendibil, I; Santos, M; Irigoien, X; Rodriguez-Ezpeleta, N",Vertical stratification of environmental DNA in the open ocean captures ecological patterns and behavior of deep-sea fishes,LIMNOLOGY AND OCEANOGRAPHY LETTERS,DNA,1,0,2021,3.5,0.4_1,Polyethersulfone,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Deep Ocean,Fish,Species,0,0,1,NA,NA,52,NA,Chordata,Europe,Northeast Atlantic,"France, Spain"
"Lamy, T; Pitz, KJ; Chavez, FP; Yorke, CE; Miller, RJ",Environmental DNA reveals the fine-grained and hierarchical spatial structure of kelp forest fish communities,SCIENTIFIC REPORTS,DNA,1,0,2021,1,<0.22,Polyvinylidene_difluoride,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Kelp forest,Fish,Species,0,0,1,NA,NA,41,34,Chordata,North America,Northeast Pacific,USA
"Littlefair, JE; Hrenchuk, LE; Blanchfield, PJ; Rennie, MD; Cristescu, ME",Thermal stratification and fish thermal preference explain vertical eDNA distributions in lakes,MOLECULAR ECOLOGY,DNA,1,0,2021,0.5,0.4_1,Glass_Fiber,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Fish,Species,0,0,1,NA,373,28,NA,Chordata,North America,NA,Canada
"de Santana, CD; Parenti, LR; Dillman, CB; Coddington, JA; Bastos, DA; Baldwin, CC; Zuanon, J; Torrente-Vilara, G; Covain, R; Menezes, NA; Datovo, A; Sado, T; Miya, M",The critical role of natural history museums in advancing eDNA for biodiversity studies: a case study with Amazonian fishes,SCIENTIFIC REPORTS,DNA,1,0,2021,5,0.4_1,Polyethersulfone,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,222,443,Chordata,SOTUh America,NA,Brazil
"Blackman, RC; Osathanunkul, M; Brantschen, J; di Muri, C; Harper, LR; Machler, E; Hanfling, B; Altermatt, F",Mapping biodiversity hotspots of fish communities in subtropical streams through environmental DNA,SCIENTIFIC REPORTS,DNA,1,0,2021,0.1,0.4_1,Glass_Fiber,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,108,NA,Chordata,Asia,NA,Thailand
"Kacergyte, I; Petersson, E; Arlt, D; Hellstrom, M; Knape, J; Spens, J; Zmihorski, M; Part, T",Environmental DNA metabarcoding elucidates patterns of fish colonisation and co-occurrences with amphibians in temperate wetlands created for biodiversity,FRESHWATER BIOLOGY,DNA,1,0,2021,1.5,0.4_1,Polyethersulfone,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Wetland,"Fish, Amphibian",Species,0,0,1,NA,NA,22,NA,Chordata,Europe,NA,Sweden
"Clementi, GM; Bakker, J; Flowers, KI; Postaire, BD; Babcock, EA; Bond, ME; Buddo, D; Cardenosa, D; Currey-Randall, LM; Goetze, JS; Harvey, ES; Heupel, M; Kiszka, JJ; Kyne, F; MacNeil, MA; Meekan, MG; Rees, MJ; Simpfendorfer, CA; Speed, CW; Heithaus, MR; Chapman, DD",Moray eels are more common on coral reefs subject to higher human pressure in the greater Caribbean,ISCIENCE,DNA,1,0,2021,2,0.4_1,Polyethersulfone,QPS_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Fish,Species,0,0,1,NA,NA,6,NA,Chordata,North America,Caribbean,"USA, Bahamas, Colombia, Jamaica"
"Consuegra, S; O'Rorke, R; Rodriguez-Barreto, D; Fernandez, S; Jones, J; de Leaniz, CG",Impacts of large and small barriers on fish assemblage composition assessed using environmental DNA metabarcoding,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2021,1,<0.22,Polyethersulfone,QPS_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,26,NA,Chordata,Europe,NA,France
"Stoeckle, MY; Adolf, J; Charlop-Powers, Z; Dunton, KJ; Hinks, G; VanMorter, SM","Trawl and eDNA assessment of marine fish diversity, seasonality, and relative abundance in coastal New Jersey, USA",ICES JOURNAL OF MARINE SCIENCE,DNA,1,0,2021,1,0.4_1,Cellulose_Nitrate,QPS_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,99,NA,Chordata,North America,Northwest Atlantic,USA
"Mercaldo-Allen, R; Clark, P; Liu, Y; Phillips, G; Redman, D; Auster, PJ; Estela, E; Milke, L; Verkade, A; Rose, JM",Exploring video and eDNA metabarcoding methods to assess oyster aquaculture cages as fish habitat,AQUACULTURE ENVIRONMENT INTERACTIONS,DNA,1,0,2021,1,0.4_1,Polycarbonate,QPW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Aquaculture, Rocky reef",Fish,Species,0,0,1,NA,NA,42,NA,Chordata,North America,Northwest Atlantic,USA
"Valsecchi, E; Arcangeli, A; Lombardi, R; Boyse, E; Carr, IM; Galli, P; Goodman, SJ",Ferries and Environmental DNA: Underway Sampling From Commercial Vessels Provides New Opportunities for Systematic Genetic Surveys of Marine Biodiversity,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2021,4.5,0.4_1,Nitrocellulose,QPS_Kit,"12S, 16S",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,92,NA,NA,NA,Chordata,Europe,Mediterranean Sea,Italy
"Pukk, L; Kanefsky, J; Heathman, AL; Weise, EM; Nathan, LR; Herbst, SJ; Sard, NM; Scribner, KT; Robinson, JD",eDNA metabarcoding in lakes to quantify influences of landscape features and human activity on aquatic invasive species prevalence and fish community diversity,DIVERSITY AND DISTRIBUTIONS,DNA,1,0,2021,1,0.4_1,Nitrocellulose,QBT_Kit,"12S, 16S",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Fish,Species,0,0,1,NA,NA,42,NA,Chordata,North America,NA,USA
"David, BO; Fake, DR; Hicks, AS; Wilkinson, SP; Bunce, M; Smith, JS; West, DW; Collins, KE; Gleeson, DM",Sucked in by eDNA - a promising tool for complementing riverine assessment of freshwater fish communities in Aotearoa New Zealand,NEW ZEALAND JOURNAL OF ZOOLOGY,DNA,1,0,2021,0.05,>1,Cellulose_Acetate,ZDM_Kit,"12S, 16S",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,14,NA,Chordata,Oceania,NA,New Zeland
"Lafferty, KD; Garcia-Vedrenne, AE; McLaughlin, JP; Childress, JN; Morse, MF; Jerde, CL","AtPalmyra Atoll, the fish-community environmentalDNAsignal changes across habitats but not with tides",JOURNAL OF FISH BIOLOGY,DNA,1,0,2021,0.375,<0.22,Polyethersulfone,QBT_Kit_alt,"12S, 18S, COI",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Fish,Species,0,0,1,NA,NA,283,NA,Chordata,North America,North Pacific,USA
"Shinzato, C; Narisoko, H; Nishitsuji, K; Nagata, T; Satoh, N; Inoue, J",Novel Mitochondrial DNA Markers for Scleractinian Corals and Generic-Level Environmental DNA Metabarcoding,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2021,5,0.4_1,Polyethersulfone,QBT_Kit,"12S, COI",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Invertebrate,OTU,0,1,0,"3,366",NA,NA,NA,Cnidaria,Asia,Northwest Pacific,Japan
"Russo, T; Maiello, G; Talarico, L; Baillie, C; Colosimo, G; D'Andrea, L; Di Maio, F; Fiorentino, F; Franceschini, S; Garofalo, G; Scannella, D; Cataudella, S; Mariani, S",All is fish that comes to the net: metabarcoding for rapid fisheries catch assessment,ECOLOGICAL APPLICATIONS,DNA,1,0,2021,0.05,NA,NA,Mu-DNA,"12S, COI",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,49,NA,Chordata,Europe,Mediterranean Sea,Italy
"Aglieri, G; Baillie, C; Mariani, S; Cattano, C; Calo, A; Turco, G; Spatafora, D; Di Franco, A; Di Lorenzo, M; Guidetti, P; Milazzo, M",Environmental DNA effectively captures functional diversity of coastal fish communities,MOLECULAR ECOLOGY,DNA,1,0,2021,4,0.4_1,Cellulose_Esters,QPW_Kit,"12S, COI",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,74,NA,Chordata,Europe,Northeast Atlantic,"Italy, Greece, Spain, France, Croatia, Slovenia"
"Mirimin, L; Desmet, S; Romero, DL; Fernandez, SF; Miller, DL; Mynott, S; Brincau, AG; Stefanni, S; Berry, A; Gaughan, P; Aguzzi, J",Don't catch me if you can - Using cabled observatories as multidisciplinary platforms formarine fish communitymonitoring: An in situ case study combining Underwater Video and environmental DNA data,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2021,50,>1,Polyethersulfone,QPS_Kit,"12S, cytb",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Fish,"OTU, Species",0,1,1,164,NA,33,NA,Chordata,Europe,Northeast Atlantic,Ireland
"Wu, WX; Xu, ZM; Dai, MH; Gan, JP; Liu, HB",Homogeneous selection shapes free-living and particle-associated bacterial communities in subtropical coastal waters,DIVERSITY AND DISTRIBUTIONS,DNA,1,0,2021,0.675,<0.22,Polycarbonate,MPFD_kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Bacteria,ASV,1,0,0,NA,"11,282",NA,NA,NA,Asia,Northwest Pacific,China
"Zilius, M; Samuiloviene, A; Stanislauskiene, R; Broman, E; Bonaglia, S; Meskys, R; Zaiko, A","Depicting Temporal, Functional, and Phylogenetic Patterns in Estuarine Diazotrophic Communities from Environmental DNA and RNA",MICROBIAL ECOLOGY,DNA,1,0,2021,0.4,<0.22,Cellulose_Esters,QAM_Kit,16S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Lagoon,Bacteria,ASV,1,0,0,NA,"1,058",NA,NA,"Cyanophyta, Proteobacteria",Europe,Baltic Sea,Lithuania
"Schallenberg, LA; Pearman, JK; Burns, CW; Wood, SA",Spatial abundance and distribution of picocyanobacterial communities in two contrasting lakes revealed using environmental DNA metabarcoding,FEMS MICROBIOLOGY ECOLOGY,DNA,1,0,2021,0.09,<0.22,Cellulose_Esters,QPS_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Bacteria,ASV,1,0,0,NA,39,NA,NA,Cyanophyta,Oceania,NA,New Zeland
"Lewe, N; Hermans, S; Lear, G; Kelly, LT; Thomson-Laing, G; Weisbrod, B; Wood, SA; Keyzers, RA; Deslippe, JR",Phospholipid fatty acid (PLFA) analysis as a tool to estimate absolute abundances from compositional 16S rRNA bacterial metabarcoding data,JOURNAL OF MICROBIOLOGICAL METHODS,DNA,1,0,2021,0.6,<0.22,Polyethersulfone,QPW_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Bacteria,ASV,1,0,0,NA,"2,832",NA,NA,>10,Oceania,NA,New Zeland
"Tyagi, I; Tyagi, K; Bhutiani, R; Chandra, K; Kumar, V",Bacterial diversity assessment of world's largest sewage-fed fish farms with special reference to water quality: a Ramsar site,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,DNA,1,0,2021,1,<0.22,Cellulose_Esters,QPW_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Wastewater,Bacteria,ASV,1,0,0,NA,"1,466",NA,NA,>10,Asia,NA,India
"Govindarajan, AF; Francolini, RD; Jech, JM; Lavery, AC; Llopiz, JK; Wiebe, PH; Zhang, WF",Exploring the Use of Environmental DNA (eDNA) to Detect Animal Taxa in the Mesopelagic Zone,FRONTIERS IN ECOLOGY AND EVOLUTION,DNA,1,0,2021,4.5,<0.22,Polyethersulfone,QPW_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,ASV,1,0,0,NA,"8,417",NA,NA,NA,North America,Northwest Atlantic,USA
"Garlapati, D; Kumar, BC; Muthukumar, C; Madeswaran, P; Ramu, K; Murthy, MVR",Assessing the in situ bacterial diversity and composition at anthropogenically active sites using the environmental DNA (eDNA),MARINE POLLUTION BULLETIN,DNA,1,0,2021,1,<0.22,Nylon,NA,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Bacteria,OTU,0,1,0,"4,581",NA,NA,NA,>10,Asia,Indian Ocean,India
"Kulas, A; Markovic, T; Zutinic, P; Kajan, K; Karlovic, I; Orlic, S; Keskin, E; Filipovic, V; Udovic, MG",Succession of Microbial Community in a Small Water Body within the Alluvial Aquifer of a Large River,WATER,DNA,1,0,2021,NA,0.4_1,Polycarbonate,QPW_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,"OTU, Species",0,1,1,88,NA,30,38,NA,Europe,NA,Croatia
"Mulero, S; Toulza, E; Loisier, A; Zimmerman, M; Allienne, JF; Foata, J; Quilichini, Y; Pointier, JP; Rey, O; Boissier, J",Malacological survey in a bottle of water: A comparative study between manual sampling and environmental DNA metabarcoding approaches,GLOBAL ECOLOGY AND CONSERVATION,DNA,1,0,2021,3,0.4_1,Polyethersulfone,QBT_Kit_alt,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Invertebrate,Species,0,0,1,NA,NA,11,11,Mollusca,Europe,NA,France
"Zou, KS; Wang, RL; Xu, SN; Li, ZY; Liu, L; Li, M; Zhou, L",Changes in protist communities in drainages across the Pearl River Delta under anthropogenic influence,WATER RESEARCH,DNA,1,0,2021,0.5,<0.22,Nitrocellulose,QPW_Kit,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Protist,ASV,1,0,0,NA,"2,022",NA,NA,NA,Asia,NA,China
"Zhu, MJ; Yang, N; Li, Y; Zhang, WL; Wang, LQ; Niu, LH; Wang, LF; Zhang, HJ",Assessing the effects of cascade dams on river ecological status using multi-species interaction-based index of biotic integrity (Mt-IBI),JOURNAL OF ENVIRONMENTAL MANAGEMENT,DNA,1,0,2021,0.5,NA,NA,SDO_Kit,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,OTU,0,0,0,NA,NA,NA,NA,>10,Asia,NA,China
"Cecchetto, M; Di Cesare, A; Eckert, E; Fassio, G; Fontaneto, D; Moro, I; Oliverio, M; Sciuto, K; Tassistro, G; Vezzulli, L; Schiaparelli, S",Antarctic coastal nanoplankton dynamics revealed by metabarcoding of desalination plant filters: Detection of short-term events and implications for rOTUine monitoring,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2021,NA,>1,NA,QPS_Kit,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Non target,OTU,0,1,0,"3,914",NA,NA,NA,NA,Antarctica,SOTUhern Ocean,Antarctica
"Kavehei, A; Gore, DB; Chariton, AA; Hose, GC",Impact assessment of ephemeral discharge of contamination downstream of two legacy base metal mines using environmental DNA,JOURNAL OF HAZARDOUS MATERIALS,DNA,1,0,2021,NA,0.4_1,Cellulose_Acetate,QPS_Kit,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,OTU,0,1,0,"13,507",NA,NA,NA,>10,Oceania,NA,Australia
"Visser, F; Merten, VJ; Bayer, T; Oudejans, MG; de Jonge, DSW; Puebla, O; Reusch, TBH; Fuss, J; Hoving, HJT",Deep-sea predator niche segregation revealed by combined cetacean biologging and eDNA analysis of cephalopod prey,SCIENCE ADVANCES,DNA,1,0,2021,2,<0.22,Polyethersulfone,QBT_Kit_alt,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Deep Ocean,Invertebrate,Species,0,0,1,NA,NA,23,NA,Mollusca,Europe,Northeast Atlantic,Portugal
"Simonin, M; Rocca, JD; Gerson, JR; Moore, E; Brooks, AC; Czaplicki, L; Ross, MRV; Fierer, N; Craine, JM; Bernhardt, ES",Consistent declines in aquatic biodiversity across diverse domains of life in rivers impacted by surface coal mining,ECOLOGICAL APPLICATIONS,DNA,1,0,2021,0.12,>1,Glass_Fiber,QPS_Kit,"16S, 23S, 18S, 12S, COI",1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,OTU,0,1,0,"10,188",NA,NA,NA,>10,North America,NA,USA
"West, K; Travers, MJ; Stat, M; Harvey, ES; Richards, ZT; DiBattista, JD; Newman, SJ; Harry, A; Skepper, CL; Heydenrych, M; Bunce, M",Large-scale eDNA metabarcoding survey reveals marine biogeographic break and transitions over tropical north-western Australia,DIVERSITY AND DISTRIBUTIONS,DNA,1,0,2021,1,0.4_1,Polyethersulfone,QBT_Kit_alt,"16S, COI",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Coastal Ocean, Estuary",Non target,Species,0,0,1,NA,NA,302,NA,Chordata,Oceania,Indian Ocean,Australia
